./cyclegan-1/input/apple2orange/trainA/n07740461_15098.jpg,./cyclegan-1/input/apple2orange/trainB/n07749192_8243.jpg
./cyclegan-1/input/apple2orange/trainA/n07740461_14939.jpg,./cyclegan-1/input/apple2orange/trainB/n07749192_6448.jpg
./cyclegan-1/input/apple2orange/trainA/n07740461_14859.jpg,./cyclegan-1/input/apple2orange/trainB/n07749192_2913.jpg
./cyclegan-1/input/apple2orange/trainA/n07740461_9537.jpg,./cyclegan-1/input/apple2orange/trainB/n07749192_8909.jpg
./cyclegan-1/input/apple2orange/trainA/n07740461_12507.jpg,./cyclegan-1/input/apple2orange/trainB/n07749192_12249.jpg
./cyclegan-1/input/apple2orange/trainA/n07740461_592.jpg,./cyclegan-1/input/apple2orange/trainB/n07749192_2298.jpg
./cyclegan-1/input/apple2orange/trainA/n07740461_3095.jpg,./cyclegan-1/input/apple2orange/trainB/n07749192_1432.jpg
./cyclegan-1/input/apple2orange/trainA/n07740461_7512.jpg,./cyclegan-1/input/apple2orange/trainB/n07749192_5748.jpg
./cyclegan-1/input/apple2orange/trainA/n07740461_7635.jpg,./cyclegan-1/input/apple2orange/trainB/n07749192_3962.jpg
./cyclegan-1/input/apple2orange/trainA/n07740461_15087.jpg,./cyclegan-1/input/apple2orange/trainB/n07749192_3064.jpg
./cyclegan-1/input/apple2orange/trainA/n07740461_3736.jpg,./cyclegan-1/input/apple2orange/trainB/n07749192_11865.jpg
./cyclegan-1/input/apple2orange/trainA/n07740461_13899.jpg,./cyclegan-1/input/apple2orange/trainB/n07749192_676.jpg
./cyclegan-1/input/apple2orange/trainA/n07740461_649.jpg,./cyclegan-1/input/apple2orange/trainB/n07749192_4797.jpg
./cyclegan-1/input/apple2orange/trainA/n07740461_6863.jpg,./cyclegan-1/input/apple2orange/trainB/n07749192_4883.jpg
./cyclegan-1/input/apple2orange/trainA/n07740461_4545.jpg,./cyclegan-1/input/apple2orange/trainB/n07749192_479.jpg
./cyclegan-1/input/apple2orange/trainA/n07740461_329.jpg,./cyclegan-1/input/apple2orange/trainB/n07749192_11768.jpg
./cyclegan-1/input/apple2orange/trainA/n07740461_3295.jpg,./cyclegan-1/input/apple2orange/trainB/n07749192_7794.jpg
./cyclegan-1/input/apple2orange/trainA/n07740461_7282.jpg,./cyclegan-1/input/apple2orange/trainB/n07749192_4639.jpg
./cyclegan-1/input/apple2orange/trainA/n07740461_11649.jpg,./cyclegan-1/input/apple2orange/trainB/n07749192_2478.jpg
./cyclegan-1/input/apple2orange/trainA/n07740461_2818.jpg,./cyclegan-1/input/apple2orange/trainB/n07749192_2703.jpg
./cyclegan-1/input/apple2orange/trainA/n07740461_11974.jpg,./cyclegan-1/input/apple2orange/trainB/n07749192_4343.jpg
./cyclegan-1/input/apple2orange/trainA/n07740461_4257.jpg,./cyclegan-1/input/apple2orange/trainB/n07749192_7435.jpg
./cyclegan-1/input/apple2orange/trainA/n07740461_3895.jpg,./cyclegan-1/input/apple2orange/trainB/n07749192_167.jpg
./cyclegan-1/input/apple2orange/trainA/n07740461_5122.jpg,./cyclegan-1/input/apple2orange/trainB/n07749192_11688.jpg
./cyclegan-1/input/apple2orange/trainA/n07740461_10639.jpg,./cyclegan-1/input/apple2orange/trainB/n07749192_2948.jpg
./cyclegan-1/input/apple2orange/trainA/n07740461_5856.jpg,./cyclegan-1/input/apple2orange/trainB/n07749192_3485.jpg
